l,-11,0,0,0.1
t,1.0390625,0.4140625,0.328125,1.0859375,0.390625,0.2734375,1.1875,0.484375,0.34375,1,1,1
t,-1.1875,0.484375,0.34375,-1.0859375,0.390625,0.2734375,-1.0390625,0.4140625,0.328125,1,1,1
t,1.0390625,0.328125,-0.1015625,0.7734375,0.125,-0.140625,0.7890625,0.328125,-0.125,1,1,1
t,0.7734375,0.125,-0.140625,0.7890625,0.328125,-0.125,1.0390625,0.4921875,-0.0859375,1,1,1
t,-0.7890625,0.328125,-0.125,-0.7734375,0.125,-0.140625,-1.0390625,0.328125,-0.1015625,1,1,1
t,-0.7734375,0.125,-0.140625,-1.0390625,0.328125,-0.1015625,-1.0390625,0.4921875,-0.0859375,1,1,1
t,1.28125,0.4296875,0.0546875,1.0390625,0.328125,-0.1015625,1.0390625,0.4921875,-0.0859375,1,1,1
t,1.0390625,0.328125,-0.1015625,1.0390625,0.4921875,-0.0859375,1.3125,0.53125,0.0546875,1,1,1
t,-1.0390625,0.4921875,-0.0859375,-1.0390625,0.328125,-0.1015625,-1.28125,0.4296875,0.0546875,1,1,1
t,-1.0390625,0.328125,-0.1015625,-1.28125,0.4296875,0.0546875,-1.3125,0.53125,0.0546875,1,1,1
t,1.3515625,0.421875,0.3203125,1.28125,0.4296875,0.0546875,1.3125,0.53125,0.0546875,1,1,1
t,1.28125,0.4296875,0.0546875,1.3125,0.53125,0.0546875,1.3671875,0.5,0.296875,1,1,1
t,-1.3125,0.53125,0.0546875,-1.28125,0.4296875,0.0546875,-1.3515625,0.421875,0.3203125,1,1,1
t,-1.28125,0.4296875,0.0546875,-1.3515625,0.421875,0.3203125,-1.3671875,0.5,0.296875,1,1,1
t,1.234375,0.421875,0.5078125,1.3515625,0.421875,0.3203125,1.3671875,0.5,0.296875,1,1,1
t,1.3515625,0.421875,0.3203125,1.3671875,0.5,0.296875,1.25,0.546875,0.46875,1,1,1
t,-1.3671875,0.5,0.296875,-1.3515625,0.421875,0.3203125,-1.234375,0.421875,0.5078125,1,1,1
t,-1.3515625,0.421875,0.3203125,-1.234375,0.421875,0.5078125,-1.25,0.546875,0.46875,1,1,1
t,1.0234375,0.3125,0.4765625,1.234375,0.421875,0.5078125,1.25,0.546875,0.46875,1,1,1
t,1.234375,0.421875,0.5078125,1.25,0.546875,0.46875,1.0234375,0.484375,0.4375,1,1,1
t,-1.25,0.546875,0.46875,-1.234375,0.421875,0.5078125,-1.0234375,0.3125,0.4765625,1,1,1
t,-1.234375,0.421875,0.5078125,-1.0234375,0.3125,0.4765625,-1.0234375,0.484375,0.4375,1,1,1
t,0.890625,0.234375,0.40625,1.0234375,0.3125,0.4765625,1.0234375,0.484375,0.4375,1,1,1
t,1.0234375,0.3125,0.4765625,1.0234375,0.484375,0.4375,0.859375,0.3828125,0.3828125,1,1,1
t,-1.0234375,0.484375,0.4375,-1.0234375,0.3125,0.4765625,-0.890625,0.234375,0.40625,1,1,1
t,-1.0234375,0.3125,0.4765625,-0.890625,0.234375,0.40625,-0.859375,0.3828125,0.3828125,1,1,1
t,1.0234375,0.484375,0.4375,1.0390625,0.4921875,-0.0859375,0.7890625,0.328125,-0.125,1,1,1
t,1.0390625,0.4921875,-0.0859375,0.7890625,0.328125,-0.125,0.859375,0.3828125,0.3828125,1,1,1
t,-0.7890625,0.328125,-0.125,-1.0390625,0.4921875,-0.0859375,-1.0234375,0.484375,0.4375,1,1,1
t,-1.0390625,0.4921875,-0.0859375,-1.0234375,0.484375,0.4375,-0.859375,0.3828125,0.3828125,1,1,1
t,1.0234375,0.484375,0.4375,1.25,0.546875,0.46875,1.3125,0.53125,0.0546875,1,1,1
t,1.25,0.546875,0.46875,1.3125,0.53125,0.0546875,1.0390625,0.4921875,-0.0859375,1,1,1
t,-1.3125,0.53125,0.0546875,-1.25,0.546875,0.46875,-1.0234375,0.484375,0.4375,1,1,1
t,-1.25,0.546875,0.46875,-1.0234375,0.484375,0.4375,-1.0390625,0.4921875,-0.0859375,1,1,1
t,1.25,0.546875,0.46875,1.3671875,0.5,0.296875,1.3125,0.53125,0.0546875,1,1,1
t,-1.3125,0.53125,0.0546875,-1.3671875,0.5,0.296875,-1.25,0.546875,0.46875,1,1,1
t,0.7734375,0.4375,0.265625,0.8203125,0.203125,0.328125,0.890625,0.234375,0.40625,1,1,1
t,0.8203125,0.203125,0.328125,0.890625,0.234375,0.40625,0.859375,0.3828125,0.3828125,1,1,1
t,-0.890625,0.234375,0.40625,-0.8203125,0.203125,0.328125,-0.7734375,0.4375,0.265625,1,1,1
t,-0.8203125,0.203125,0.328125,-0.7734375,0.4375,0.265625,-0.859375,0.3828125,0.3828125,1,1,1
t,0.7734375,0.4375,0.265625,0.859375,0.3828125,0.3828125,0.7890625,0.328125,-0.125,1,1,1
t,0.859375,0.3828125,0.3828125,0.7890625,0.328125,-0.125,0.640625,0.4296875,-0.0078125,1,1,1
t,-0.7890625,0.328125,-0.125,-0.859375,0.3828125,0.3828125,-0.7734375,0.4375,0.265625,1,1,1
t,-0.859375,0.3828125,0.3828125,-0.7734375,0.4375,0.265625,-0.640625,0.4296875,-0.0078125,1,1,1
t,0.59375,0.1640625,-0.125,0.640625,0.4296875,-0.0078125,0.7890625,0.328125,-0.125,1,1,1
t,0.640625,0.4296875,-0.0078125,0.7890625,0.328125,-0.125,0.7734375,0.125,-0.140625,1,1,1
t,-0.7890625,0.328125,-0.125,-0.640625,0.4296875,-0.0078125,-0.59375,0.1640625,-0.125,1,1,1
t,-0.640625,0.4296875,-0.0078125,-0.59375,0.1640625,-0.125,-0.7734375,0.125,-0.140625,1,1,1
